world,optimiser_name,outcome,rollout_times,planning_time,model_reduction_time,iterations
rtc_1.xml,OCMR2-G3,SUCCESS,"[[3.6666486263275146, 3.655081272125244, 3.6148476600646973], [4.737077951431274], [5.722562313079834]]",26.829224824905400,1.8294177055358900,"[3, 1, 1]"
rtc_1.xml,OCMR2-G5,SUCCESS,"[[4.216497898101807, 4.174929141998291, 4.4243481159210205], [6.116803884506226], [7.965540647506714, 7.696375370025635], [13.312861204147339]]",56.786091804504400,1.8083014488220200,"[3, 1, 2, 1]"
rtc_1.xml,OCMR2-G10,SUCCESS,"[[5.94303297996521, 5.974411487579346, 6.147401571273804, 5.992933511734009], [13.41930365562439, 13.742686033248901]]",56.08889389038090,0.6311771869659420,"[4, 2]"
rtc_1.xml,NMR,SUCCESS,"[[13.169201850891113, 12.936117172241211, 13.180506467819214, 13.280328035354614, 13.278075218200684, 13.195902824401855]]",80.40737581253050,0,[6]
rtc_1.xml,OCMR2-G3,SUCCESS,"[[3.7592923641204834, 3.6518938541412354, 3.8429534435272217, 3.8332691192626953, 3.7092974185943604, 3.8205745220184326], [0.0], [5.869390964508057, 5.721674680709839, 5.910717487335205, 5.932682991027832]]",51.631245613098100,1.9290542602539100,"[6, 0, 4]"
rtc_1.xml,OCMR2-G5,SUCCESS,"[[4.254679918289185, 4.13834810256958, 4.475810527801514, 4.347668886184692, 4.219821929931641], [5.849431276321411, 6.3205626010894775, 6.0748748779296875, 5.886437654495239]]",49.36068415641790,1.226102352142330,"[5, 4]"
rtc_1.xml,OCMR2-G10,SUCCESS,"[[5.796704292297363, 6.0009801387786865, 6.176086664199829, 5.966868162155151], [13.397477149963379, 13.551605224609375, 13.302796840667725]]",69.14086580276490,0.6348185539245610,"[4, 3]"
rtc_1.xml,NMR,SUCCESS,"[[12.98489761352539, 12.836969375610352, 13.25093388557434, 13.513153076171875, 13.050859928131104, 13.106971740722656, 13.360557794570923]]",93.49114346504210,0,[7]
rtc_1.xml,OCMR2-G3,SUCCESS,"[[3.725970506668091, 3.6525144577026367, 3.8101892471313477, 3.8363771438598633], [4.777468204498291]]",23.431257486343400,1.3035736083984400,"[4, 1]"
rtc_1.xml,OCMR2-G5,SUCCESS,"[[4.275178670883179, 4.180644989013672, 4.313971281051636, 4.409382581710815, 4.224178791046143]]",23.262897968292200,0.6400744915008550,[5]
rtc_1.xml,OCMR2-G10,SUCCESS,"[[5.884889364242554, 5.9021995067596436, 6.014783143997192, 6.086057424545288], [13.501826047897339, 13.80858063697815]]",56.04218673706060,0.623117208480835,"[4, 2]"
rtc_1.xml,NMR,SUCCESS,"[[13.064613580703735, 12.870205163955688, 13.258018255233765, 13.615729093551636, 13.29068112373352, 13.437599420547485]]",80.9141218662262,0,[6]
rtc_1.xml,OCMR2-G3,SUCCESS,"[[3.7176403999328613, 3.628093719482422, 3.7217650413513184, 3.746241569519043, 3.692765712738037, 3.5992369651794434], [4.653541088104248], [5.6461498737335205], [6.8312788009643555]]",46.84555172920230,2.4064114093780500,"[6, 1, 1, 1]"
rtc_1.xml,OCMR2-G5,SUCCESS,"[[4.151747941970825, 4.010117769241333, 4.3058531284332275, 4.181597948074341, 4.124994993209839], [5.985855579376221, 6.20086407661438, 6.078355312347412], [0.0], [0.0]]",47.82340884208680,1.803234577178960,"[5, 3, 0, 0]"
rtc_1.xml,OCMR2-G10,SUCCESS,"[[5.859520673751831, 6.065764904022217, 6.1877827644348145, 5.851590871810913], [13.205112934112549, 13.58032488822937, 13.377904415130615]]",68.91809344291690,0.6307237148284910,"[4, 3]"
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.569505214691162]],7.528297424316410,0.6371917724609380,[1]
rtc_2.xml,NMR,SUCCESS,[[13.60909104347229]],15.054439783096300,0,[1]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.6541075706481934, 3.5740084648132324, 3.7248077392578125, 3.6791181564331055, 3.552321195602417]]",19.908435106277500,0.6917910575866700,[5]
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.154412746429443, 4.094947338104248, 4.394307851791382, 4.276662111282349, 4.189603328704834], [6.0893919467926025, 6.164548635482788, 6.227511644363403, 6.107247591018677], [8.07353687286377]]",60.05962920188900,1.981208324432370,"[5, 4, 1]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.909080505371094, 6.018742799758911, 6.271664381027222]]",20.310115098953200,0.7066419124603270,[3]
rtc_2.xml,NMR,SUCCESS,[[13.690287590026855]],15.130370140075700,0,[1]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.638071060180664, 3.6276445388793945, 3.817673921585083]]",12.83329725265500,0.6835923194885250,[3]
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.124580383300781, 4.034250736236572, 4.263793706893921, 4.327582836151123, 4.13892674446106], [6.049554347991943, 6.175964593887329, 6.123614072799683, 6.021765947341919]]",49.174816608429000,1.345085620880130,"[5, 4]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.910556316375732, 5.947075843811035, 6.13554835319519]]",20.084471464157100,0.6878793239593510,[3]
rtc_2.xml,NMR,SUCCESS,"[[13.471549987792969, 13.563487529754639]]",28.472532987594600,0,[2]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.7727625370025635, 3.6558523178100586, 3.7535078525543213, 3.75624680519104]]",16.638289213180500,0.6901943683624270,[4]
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.24496054649353, 4.1075005531311035, 4.390262842178345, 4.2619240283966064, 4.221832990646362], [0.0], [8.386089324951172]]",36.069307804107700,2.0817677974700900,"[5, 0, 1]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.8339245319366455, 6.030790090560913]]",13.965481996536300,0.6813235282897950,[2]
rtc_2.xml,NMR,SUCCESS,"[[13.379515647888184, 13.384177923202515, 13.577138423919678]]",41.788360595703100,0,[3]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.709547758102417, 3.5985050201416016, 3.795741558074951, 3.8245835304260254], [4.533551216125488, 4.493992567062378], [5.53306770324707]]",35.1200487613678,1.9835560321807900,"[4, 2, 1]"
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.110868692398071, 4.11556339263916, 4.340716361999512], [0.0], [8.246243000030518], [0.0]]",30.067047595977800,2.0080759525299100,"[3, 0, 1, 0]"
rtc_2.xml,OCMR2-G10,SUCCESS,[[5.837451457977295]],7.916653633117680,0.6780617237091060,[1]
rtc_2.xml,NMR,SUCCESS,"[[13.470797538757324, 13.52006483078003]]",28.416630506515500,0,[2]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.6724560260772705, 3.5337300300598145, 3.7587172985076904, 3.711293935775757]]",16.423382997512800,0.6902999877929690,[4]
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.156039476394653, 4.117032766342163, 4.187527418136597, 4.274490594863892, 4.231377840042114]]",22.818785429000900,0.6910595893859860,[5]
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.992751359939575, 6.103656530380249]]",14.164575099945100,0.6919951438903810,[2]
rtc_2.xml,NMR,SUCCESS,[[13.603776693344116]],15.021810293197600,0,[1]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.732982873916626, 3.6291277408599854, 3.833139419555664, 3.760352611541748, 3.698131799697876]]",20.436704635620100,0.7070610523223880,[5]
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.208203315734863, 4.064632415771484, 4.300831079483032, 4.142874479293823, 4.050666093826294], [5.903416395187378], [8.111695289611816], [13.69797396659851]]",57.505842447280900,1.9459002017974900,"[5, 1, 1, 1]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.952112197875977, 6.026198625564575]]",14.092986822128300,0.6936836242675780,[2]
rtc_2.xml,NMR,SUCCESS,[[13.73108196258545]],15.165396690368700,0,[1]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.7258782386779785, 3.572584390640259, 3.8206844329833984, 3.7388851642608643, 3.613309621810913, 3.692842960357666], [4.753624200820923, 4.800939083099365], [5.845534563064575, 5.662337779998779], [6.920546531677246]]",58.04246163368230,2.6601407527923600,"[6, 2, 2, 1]"
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.18087100982666, 4.150577068328857, 4.405834674835205, 4.368287086486816, 4.218577146530151], [6.10586404800415]]",31.435281991958600,1.3438186645507800,"[5, 1]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.935478687286377, 5.9857165813446045, 6.140714883804321]]",20.138389110565200,0.6917476654052730,[3]
rtc_2.xml,NMR,SUCCESS,[[13.547644138336182]],14.97437334060670,0,[1]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.7988789081573486, 3.65547251701355, 3.8675787448883057, 3.7736873626708984], [4.686187267303467, 4.664017677307129, 4.840289354324341, 4.615105390548706, 4.588111639022827], [5.595759868621826, 5.732065200805664]]",55.49730825424190,1.99534010887146,"[4, 5, 2]"
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.248791456222534, 4.107239246368408, 4.372856140136719, 4.296314716339111, 4.231378078460693], [5.979067087173462, 6.207108736038208]]",37.4598548412323,1.3878130912780800,"[5, 2]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.967976808547974, 5.995668649673462, 6.14185905456543, 6.002120494842529]]",26.204179525375400,0.6888153553009030,[4]
rtc_2.xml,NMR,SUCCESS,"[[13.737655639648438, 13.485841751098633]]",28.678202867507900,0,[2]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.761803150177002, 3.7289931774139404, 3.871098041534424, 3.8021299839019775, 3.69071626663208, 3.720240354537964], [4.6981706619262695, 4.920634508132935]]",35.91974639892580,1.4351613521575900,"[6, 2]"
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.253247022628784, 4.105437755584717, 4.377424001693726, 4.2980616092681885, 4.238378286361694]]",23.09470844268800,0.6794009208679200,[5]
rtc_2.xml,OCMR2-G10,SUCCESS,[[5.835800409317017]],7.90516209602356,0.6918284893035890,[1]
rtc_2.xml,NMR,SUCCESS,"[[13.71583890914917, 13.642459392547607]]",28.78866696357730,0,[2]
rtc_2.xml,OCMR2-G3,SUCCESS,"[[3.7145419120788574, 3.6312026977539062, 3.7829458713531494, 3.7625162601470947, 3.643730401992798, 3.6829702854156494], [4.5946502685546875, 4.69795823097229, 4.52719259262085, 4.592067241668701, 4.654461622238159]]",48.94570183753970,1.3630290031433100,"[6, 5]"
rtc_2.xml,OCMR2-G5,SUCCESS,"[[4.313040733337402, 4.155411958694458, 4.411526441574097, 4.318631172180176, 4.208550214767456], [6.121345520019531, 6.333354711532593]]",37.844239234924300,1.3476638793945300,"[5, 2]"
rtc_2.xml,OCMR2-G10,SUCCESS,"[[5.954360485076904, 5.902042388916016], [13.854498147964478]]",30.73719549179080,0.7044880390167240,"[2, 1]"
rtc_3.xml,NMR,SUCCESS,[[13.373103857040405]],14.742013216018700,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.757473945617676]],5.446473836898800,0.661536693572998,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,"[[4.222707748413086], [5.6146299839019775]]",13.613235712051400,1.2391698360443100,"[1, 1]"
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.572250127792358]],7.530824661254880,0.6283693313598630,[1]
rtc_3.xml,NMR,SUCCESS,[[13.268861770629883]],14.635933637619000,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.6691694259643555]],5.337926626205440,0.6327354907989500,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,[[4.039760112762451]],5.783021688461300,0.6167440414428710,[1]
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.506590366363525]],7.462024211883550,0.6269285678863530,[1]
rtc_3.xml,NMR,SUCCESS,[[13.354952335357666]],14.72048830986020,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.7336552143096924]],5.381256341934200,0.6171879768371580,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,[[4.181674480438232]],5.9153969287872300,0.6390397548675540,[1]
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.480177402496338]],7.439022064208980,0.6463022232055660,[1]
rtc_3.xml,NMR,SUCCESS,[[13.3945791721344]],14.77189302444460,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,"[[3.6946966648101807], [0.0], [5.441152095794678]]",14.555942058563200,1.8611531257629400,"[1, 0, 1]"
rtc_3.xml,OCMR2-G5,SUCCESS,"[[4.193056106567383], [0.0], [10.082031011581421]]",20.46546983718870,1.838451862335210,"[1, 0, 1]"
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.436038494110107]],7.382300853729250,0.6414597034454350,[1]
rtc_3.xml,NMR,SUCCESS,[[13.396257162094116]],14.763822555542000,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.7038679122924805]],5.357347726821900,0.6394884586334230,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,"[[4.2634663581848145], [5.618614912033081]]",13.615796566009500,1.2356338500976600,"[1, 1]"
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.567252159118652]],7.497643709182740,0.6270434856414800,[1]
rtc_3.xml,NMR,SUCCESS,[[13.37606954574585]],14.760274410247800,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.765890121459961]],5.451766729354860,0.6286807060241700,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,"[[4.186774015426636], [0.0], [0.0], [0.0]]",13.075933933258100,1.8563904762268100,"[1, 0, 0, 0]"
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.44290828704834]],7.3660969734191900,0.663346529006958,[1]
rtc_3.xml,NMR,SUCCESS,[[13.310184001922607]],14.682823419570900,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.7887299060821533]],5.420862197875980,0.6410174369812010,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,[[4.257646799087524]],6.044489622116090,0.6190810203552250,[1]
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.523669004440308]],7.519742488861080,0.6464676856994630,[1]
rtc_3.xml,NMR,SUCCESS,[[13.272825717926025]],14.645756959915200,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.7039854526519775]],5.3933000564575200,0.6287727355957030,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,[[4.22096586227417]],5.943557024002080,0.6364026069641110,[1]
rtc_3.xml,OCMR2-G10,SUCCESS,"[[5.668882131576538], [13.324842929840088]]",23.682486534118700,0.631843090057373,"[1, 1]"
rtc_3.xml,NMR,SUCCESS,[[13.276617765426636]],14.655889511108400,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.7935962677001953]],5.456336498260500,0.6457991600036620,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,[[4.191471576690674]],5.943564414978030,0.6271011829376220,[1]
rtc_3.xml,OCMR2-G10,SUCCESS,[[5.537778377532959]],7.5129923820495600,0.6438014507293700,[1]
rtc_3.xml,NMR,SUCCESS,[[13.366776466369629]],14.731149196624800,0,[1]
rtc_3.xml,OCMR2-G3,SUCCESS,[[3.7205770015716553]],5.400796175003050,0.6331815719604490,[1]
rtc_3.xml,OCMR2-G5,SUCCESS,[[4.19987678527832]],5.963750600814820,0.646263837814331,[1]
rtc_4.xml,NMR,SUCCESS,[[15.01274824142456]],16.77480983734130,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,[[3.5932364463806152]],5.580524444580080,0.8700602054595950,[1]
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.404187440872192, 5.2146265506744385, 5.571786880493164]]",18.379879236221300,0.8021228313446050,[3]
rtc_4.xml,OCMR2-G10,SUCCESS,[[8.049740552902222]],10.561487197876000,0.8966329097747800,[1]
rtc_4.xml,NMR,SUCCESS,[[15.108214616775513]],16.87570071220400,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,"[[3.620436668395996], [6.00413966178894]]",13.807111024856600,1.6557562351226800,"[1, 1]"
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.448781251907349, 5.268797159194946, 5.521179914474487, 5.500219821929932]]",23.878177404403700,0.8528947830200200,[4]
rtc_4.xml,OCMR2-G10,SUCCESS,[[8.097468614578247]],10.79723834991460,0.8207879066467290,[1]
rtc_4.xml,NMR,SUCCESS,[[14.88634991645813]],16.635355710983300,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,[[3.632298707962036]],5.695068836212160,0.8979051113128660,[1]
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.4435882568359375, 5.401455402374268, 5.279399633407593], [7.688116788864136]]",28.27601170539860,1.5988237857818600,"[3, 1]"
rtc_4.xml,OCMR2-G10,SUCCESS,"[[8.174394845962524], [14.729916095733643]]",28.611855030059800,0.8575141429901120,"[1, 1]"
rtc_4.xml,NMR,SUCCESS,[[14.919750928878784]],16.66682267189030,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,"[[3.6360251903533936], [6.0508952140808105], [0.0], [0.0], [0.0], [0.0], [0.0]]",28.989646434783900,4.8732593059539800,"[1, 1, 0, 0, 0, 0, 0]"
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.473013401031494, 5.5419700145721436, 5.8133225440979, 5.723937273025513], [8.042114496231079, 8.236343145370483]]",43.634583950042700,1.7519114017486600,"[4, 2]"
rtc_4.xml,OCMR2-G10,SUCCESS,[[8.062857389450073]],10.738247871398900,0.8127679824829100,[1]
rtc_4.xml,NMR,SUCCESS,[[14.764710187911987]],16.49219846725460,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,"[[3.6325950622558594], [0.0], [0.0], [0.0], [10.27643895149231]]",26.693760871887200,4.544667482376100,"[1, 0, 0, 0, 1]"
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.505144357681274, 5.626967668533325, 5.90400242805481, 5.770697593688965], [8.281168222427368, 8.255390167236328]]",44.43201804161070,1.7170753479003900,"[4, 2]"
rtc_4.xml,OCMR2-G10,SUCCESS,[[7.947126388549805]],10.596240282058700,0.8312594890594480,[1]
rtc_4.xml,NMR,SUCCESS,[[15.192797660827637]],16.942549228668200,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,"[[3.728999376296997], [6.163784742355347], [7.419461727142334]]",23.813873291015600,2.552452325820920,"[1, 1, 1]"
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.534878492355347, 5.475377559661865]]",13.147122144699100,0.9420156478881840,[2]
rtc_4.xml,OCMR2-G10,SUCCESS,[[8.199903011322021]],10.651747465133700,0.829749345779419,[1]
rtc_4.xml,NMR,SUCCESS,[[15.191610336303711]],16.959149599075300,0,[1]
rtc_4.xml,OCMR2-G3,SUCCESS,"[[3.713676691055298], [6.1561195850372314, 5.90624213218689]]",20.090986967086800,1.6123511791229200,"[1, 2]"
rtc_4.xml,OCMR2-G5,SUCCESS,"[[5.519940137863159, 5.312534332275391, 5.4908037185668945, 5.676574468612671], [7.91844916343689, 8.362178087234497], [0.0], [0.0]]",49.35891914367680,2.391003131866460,"[4, 2, 0, 0]"
